,zipcode,drug_change_area,larceny_change_area,robbery_change_area,streets_sidewalks311_before,streets_sidewalks311_after,home311_before,home311_after,noise311_before,noise311_after,transportation311_before,transportation311_after,public_health_safety311_before,public_health_safety311_after,vehicles_parking311_before,vehicles_parking311_after,master_card_before,master_card_after,drugs_before,drugs_after,petit_larceny_before,petit_larceny_after,robbery_before,robbery_after,private_vehicles_before,private_vehicles_after,subway_before,subway_after,yellow_taxi_before,yellow_taxi_after,drug_change_abs,drug_change_rate,petit_larceny_change_abs,petit_larceny_change_rate,robbery_change_abs,robbery_change_rate,SS_change_rate,H_change_rate,N_change_rate,T_change_rate,PHS_change_rate,VP_change_rate,SS_change_pop,H_change_pop,N_change_pop,T_change_pop,PHS_change_pop,VP_change_pop,SS_change_area,H_change_area,N_change_area,T_change_area,PHS_change_area,VP_change_area,MasterCard_growth_rank,subway_change_abs,subway_change_rate,yellowTaxi_change_abs,yellowTaxi_change_rate,privateVehicle_change_abs,privateVehicle_change_rate,population,area,pv_change_area,sub_change_area,yel_change_area,pv_change_pop,sub_change_pop,yel_change_pop,taxi_before,taxi_after,taxi_2015,fhv_before,fhv_after,taxi_change_abs,taxi_change_rate,taxi_change_pop,taxi_change_area,taxi_change_abs_15,fhv_change_abs,fhv_change_rate,fhv_change_pop,fhv_change_area,fhv_taxi_change_abs,fhv_taxi_change_rate,drug_change_area,larceny_change_area,robbery_change_area,drug_change_pop,larceny_change_pop,robbery_change_pop,average_rent_2013,average_rent_2017,taxi_change_rate_15,renovation_index,renovation_index_with_rent,business_renewal,rent_increase,count_new_buildings,count_major_renovation,Total_building_permits,Urban_landscape_renewal,new_building_area,new_building_pop,new_building_tbp,major_renovation_area,major_renovation_pop,major_renovation_tbp,log_fhv_taxi_change
142,11362,-3.66E-08,-4.94E-07,-1.83E-08,528.67,247,21.5,16.62,25.33,48,62,86.5,98,98.5,32.5,44,392,474.25,3,1,87,60,5,4,310.9576797,316176.6947,,,300.6383484,190.7617756,-2,-0.666666667,-27,-0.310344828,-1,-0.2,-0.532789831,-0.226976744,0.894986182,0.39516129,0.005102041,0.353846154,-15.90726831,-0.275597221,1.280284633,1.383633591,0.02823742,0.649460665,-5.151191671,-0.089245626,0.414589822,0.448056932,0.009144019,0.210312437,335.43,,,-109.8765728,-0.365477569,315865.737,1015.783683,17707,54680551.22,0.005776565,,-2.01E-06,17.8384671,,-0.006205262,3269.546675,1345.903246,619.7107322,488,17473,-1923.64343,-0.588351726,-0.108637456,-3.52E-05,726.1925136,16985,34.80532787,0.959225165,0.000310622,23.38911471,33.63350289,-3.66E-08,-4.94E-07,-1.83E-08,-0.00011295,-0.001524821,-5.65E-05,1915.5,2278.833333,1.171824976,25.08201105,29.83958384,0.364130435,1.189680675,585,531,2191,8.69E-05,1.07E-05,0.033037782,0.267001369,9.71E-06,0.02998814,0.242355089,2.802528889
143,11363,0,2.06E-07,0,102.67,155.67,13,10.88,13,17.67,54.5,64.5,59.5,68,12.5,15.5,138.42,289,1,1,15,20,2,2,151.2969599,172049.947,,,146.7822524,82.9937595,0,0,5,0.333333333,0,0,0.516217006,-0.163076923,0.359230769,0.183486239,0.142857143,0.24,7.507082153,-0.300283286,0.661473088,1.416430595,1.203966006,0.424929178,2.186217013,-0.087448681,0.192634593,0.412493776,0.35061971,0.123748133,246.19,,,-63.78849294,-0.434579058,171898.65,1136.167244,7060,24242790.02,0.007090712,,-2.63E-06,24.34825071,,-0.009035197,401.3277505,356.6946995,2663.928399,22845,315820,-44.63305099,-0.111213468,-0.006321962,-1.84E-06,-2307.2337,292975,12.82446925,41.49787535,0.012085036,-126.9810683,13.69057124,0,2.06E-07,0,0,0.000708215,0,2012.833333,2633.166667,-0.866101994,29.47714307,38.56167785,0.46031746,1.30818912,131,172,961,7.79E-05,5.40E-06,0.018555241,0.136316337,7.09E-06,0.024362606,0.178980229,4.637117078
144,11364,-7.12E-08,-3.68E-07,-1.42E-07,296.67,449,42.75,38.12,37.67,63,102,171.5,135,151.5,41.5,103,249.33,377.58,14,8,110,79,24,12,489.5581502,4290.946488,,,465.6946965,579.7176037,-6,-0.428571429,-31,-0.281818182,-12,-0.5,0.513466141,-0.108304094,0.67241837,0.681372549,0.122222222,1.481927711,4.48861125,-0.136429266,0.746383004,2.047912308,0.486195008,1.812181395,1.807863821,-0.054949186,0.300618332,0.824831192,0.195823233,0.729886595,333.8,,,114.0229072,0.244844762,3801.388338,7.764937295,33937,84259665.05,4.51E-05,,1.35E-06,0.112013093,,0.003359841,205.3699121,154.9469743,394.3026262,27460,171895,-50.4229378,-0.245522517,-0.001485781,-5.98E-07,-239.3556519,144435,5.259832484,4.255974305,0.001714165,-603.432586,5.866867882,-7.12E-08,-3.68E-07,-1.42E-07,-0.000176798,-0.000913457,-0.000353596,1874.833333,2250.333333,-0.607035399,24.51335273,29.42299658,0.505084746,1.20028447,651,755,3156,5.98E-05,7.73E-06,0.019182603,0.206273764,8.96E-06,0.022247105,0.239226869,2.768189169
145,11365,1.01E-07,1.01E-07,8.65E-08,284.33,358,45.12,54.75,182.33,217.67,158.5,368.5,137.5,217.5,84,163,607.75,459.08,11,18,174,181,22,28,1450.378819,243388.3858,,,1331.06155,1238.712828,7,0.636363636,7,0.040229885,6,0.272727273,0.259100341,0.213430851,0.193824384,1.324921136,0.581818182,0.94047619,1.817755626,0.237613502,0.871989735,5.181602842,1.97394394,1.949269641,1.061743618,0.138789074,0.509325634,3.026553005,1.152972573,1.138560416,454.2,,,-92.34872185,-0.069379753,241938.007,166.810218,40528,69385865.59,0.003486849,,-1.33E-06,5.969650784,,-0.00227864,1191.633347,1545.946488,166.5727413,1318,2745,354.3131411,0.297334026,0.008742428,5.11E-06,1379.373747,1427,1.082701062,0.035210225,2.06E-05,1.034527446,-7.198208145,1.01E-07,1.01E-07,8.65E-08,0.00017272,0.00017272,0.000148046,1980.166667,2538.833333,8.280909207,26.36541906,33.80392463,0.51754386,1.282131134,491,959,3417,5.96E-05,7.08E-06,0.012115081,0.143693298,1.38E-05,0.023662653,0.280655546,-1.494293878
146,11366,-4.91E-08,-8.35E-07,-1.96E-07,187.33,245.33,20.25,19.25,54,211,125,188,63,132.5,33,82.5,534.58,539.25,8,7,60,43,11,7,776.817111,374262.25,,,654.9200099,392.0526102,-1,-0.125,-17,-0.283333333,-4,-0.363636364,0.30961405,-0.049382716,2.907407407,0.504,1.103174603,1.5,4.404617254,-0.075941677,11.92284326,4.784325638,5.277946537,3.759113001,2.848919899,-0.049119309,7.71173145,3.094516442,3.413791948,2.431405776,399,,,-262.8673997,-0.401373291,373485.4328,480.7894002,13168,20358592.75,0.018345346,,-1.29E-05,28.36311003,,-0.019962591,3362.334253,8615.385779,870.9910427,38455,234773,5253.051526,1.562322818,0.398925541,0.000258026,7744.394736,196318,5.105135873,14.9087181,0.009643004,25.34968925,-3.786338731,-4.91E-08,-8.35E-07,-1.96E-07,-7.59E-05,-0.001291009,-0.000303767,1989,2626.083333,8.891474604,27.42851127,36.2139549,0.288461538,1.320303335,171,630,1867,0.000105235,8.40E-06,0.012986027,0.091590787,3.09E-05,0.047843256,0.337439743,-0.482542872
147,11367,-1.37E-08,-3.57E-07,-1.51E-07,251.33,362.33,72,51.75,154,270.67,202,310,141.5,147,44.5,124,384,350.83,25,24,230,204,55,44,12992.28909,404189.5303,,,12313.79306,8670.989799,-1,-0.04,-26,-0.113043478,-11,-0.2,0.44165042,-0.28125,0.757597403,0.534653465,0.038869258,1.786516854,2.657218778,-0.484762885,2.792952386,2.585402054,0.131663993,1.903143179,1.524512689,-0.278120558,1.602386445,1.483309644,0.075538917,1.09188071,322.2,,,-3642.803258,-0.295831125,391197.2412,30.1099551,41773,72810151.59,0.005372839,,-5.00E-05,9.36483473,,-0.087204732,2440.115853,2662.249959,2973.508173,136633,371600,222.1341063,0.091034246,0.005317648,3.05E-06,-311.2582138,234967,1.719694364,5.624853374,0.003227119,-754.8941347,1.824371464,-1.37E-08,-3.57E-07,-1.51E-07,-2.39E-05,-0.000622412,-0.000263328,1839.166667,2162.416667,-0.1046771,20.80712585,24.46416442,0.522968198,1.175758949,227,673,2651,4.48E-05,3.12E-06,0.005434132,0.085628065,9.24E-06,0.016110885,0.253866465,1.111090352
148,11368,-5.93E-07,1.82E-06,3.03E-07,317.33,425.33,166.88,149,662.33,1164,956.5,2344,102,161,25,112,635.67,557.42,170,127,508,640,216,238,39096.00415,1292621.688,15887581,16097401,25613.79779,61752.31192,-43,-0.252941176,132,0.25984252,22,0.101851852,0.340339709,-0.107142857,0.757432096,1.45060115,0.578431373,3.48,0.990198865,-0.163932923,4.599565413,12.72130486,0.540941973,0.797660197,1.489867591,-0.246655857,6.92057291,19.14066002,0.813909147,1.200171115,638.3,209820,0.013206542,36138.51413,1.410900266,1253525.684,32.06275708,109069,72489663.28,0.017292475,0.002894482,0.000498533,11.49296027,1.92373635,0.331336256,18715.32583,27299.53027,2382.55491,31175,376890,8584.20444,0.458672455,0.078704347,0.00011842,24916.97536,345715,11.08949479,3.169690746,0.004769163,13.8746776,0.63140408,-5.93E-07,1.82E-06,3.03E-07,-0.000394246,0.001210243,0.000201707,1828.166667,2271,10.45809071,28.91764332,35.92230905,0.739539749,1.242228097,1438,708,6446,5.22E-05,1.98E-05,0.013184315,0.223084083,9.77E-06,0.006491304,0.109835557,0.053640784
149,11369,-3.36E-06,4.32E-07,-6.99E-07,154.67,310.67,66.62,56,278.33,415.67,421.5,947,68,103.5,159.5,235,410.42,789.58,173,72,263,276,78,57,55167.10548,311651.5899,,,51301.87095,38855.944,-101,-0.583815029,13,0.049429658,-21,-0.269230769,1.008598953,-0.159411588,0.493443035,1.246737841,0.522058824,0.473354232,4.092769441,-0.27862315,3.60321125,13.78686116,0.931367405,1.980795466,5.189535605,-0.353287616,4.568787307,17.48141641,1.180952013,2.511602168,509.98,,,-12445.92694,-0.242601814,256484.4844,4.649228597,38116,30060493.25,0.008532278,,-0.000414029,6.729050383,,-0.326527625,191770.8743,136721.688,18413.98605,588665,1155900,-55049.18626,-0.287057075,-1.444254021,-0.00183128,118307.702,567235,0.963595593,14.88180816,0.018869784,4.794573731,-5.461287191,-3.36E-06,4.32E-07,-6.99E-07,-0.002649806,0.000341064,-0.00055095,1876.75,2276.166667,6.424882785,42.06625762,51.01894945,0.650519031,1.212823587,321,342,1870,8.03E-05,1.07E-05,0.00842166,0.171657754,1.14E-05,0.00897261,0.182887701,-1.330059619
150,11370,-1.44E-06,-1.69E-07,-5.51E-07,197.33,325.67,54.38,35.88,158,177.67,311.5,459.5,63,99.5,27,55.5,416.58,565.5,78,44,158,154,37,24,53094.53459,598124.5282,,,48508.88174,94427.07891,-34,-0.435897436,-4,-0.025316456,-13,-0.351351351,0.650382608,-0.340198602,0.124493671,0.475120385,0.579365079,1.055555556,3.161784632,-0.455766057,0.48459018,3.646128452,0.899214112,0.702126087,3.071037544,-0.442685013,0.470681849,3.541480104,0.873405566,0.681974209,335.94,,,45918.19717,0.946593604,545029.9936,10.26527491,40591,23600231.49,0.023094265,,0.001945667,13.42736059,,1.131240846,92070.77626,127628.5899,216864.0097,116812,184023,35557.81362,0.386200867,0.876002405,0.001506672,-89235.41982,67211,0.57537753,1.655810401,0.002847896,-0.753187469,0.986858531,-1.44E-06,-1.69E-07,-5.51E-07,-0.000837624,-9.85E-05,-0.000320268,1874.75,2256.416667,-0.411481001,24.69081083,29.71743277,0.428571429,1.2035827,67,303,1322,6.28E-05,2.84E-06,0.001650612,0.050680787,1.28E-05,0.007464709,0.229198185,0.984641014
152,11372,-3.03E-06,-4.96E-08,-1.98E-07,201.67,330.33,146.62,85.5,486.33,770,348,687,89.5,121.5,36.5,51,321.25,696.83,161,100,488,487,175,171,81606.95427,418506.7907,10711941,10526559,42832.71183,27348.92118,-61,-0.378881988,-1,-0.00204918,-4,-0.022857143,0.637972926,-0.41685991,0.583287068,0.974137931,0.357541899,0.397260274,1.930788163,-0.917221922,4.257008224,5.087340176,0.480220902,0.217600096,6.380905055,-3.031252269,14.06864089,16.81273755,1.587043073,0.719128892,556.31,-185382,-0.017306107,-15483.79064,-0.361494521,336899.8365,4.128322635,66636,20163283.87,0.01670858,-0.009194038,-0.00076792,5.055823226,-2.782009724,-0.232363747,105638.0076,237518.5282,114898.1704,123764,360606,131880.5207,1.248419236,1.979118204,0.006540627,122620.3578,236842,1.913658253,3.554264962,0.011746202,1.931506352,0.846449285,-3.03E-06,-4.96E-08,-1.98E-07,-0.000915421,-1.50E-05,-6.00E-05,1841.75,2154.833333,1.067208968,16.76105721,19.61030801,0.740987984,1.169992308,162,200,3564,2.77E-05,8.03E-06,0.002431118,0.045454545,9.92E-06,0.003001381,0.056116723,0.34321005
153,11373,-1.05E-06,-1.20E-06,-2.58E-07,260.33,407.67,172,140.88,645.33,745.33,674,1431.5,99.5,177,48.5,106.5,349,642.83,88,43,1145,1094,170,159,121352.3606,1097821.593,82485250,81743760,58844.94606,39036.79607,-45,-0.511363636,-51,-0.044541485,-11,-0.064705882,0.565973956,-0.180930233,0.154959478,1.12388724,0.778894472,1.195876289,1.454750104,-0.307260915,0.987342272,7.479117711,0.765190261,0.572658518,3.454237075,-0.729576882,2.344398721,17.75882031,1.816909008,1.359751258,512.43,-741490,-0.008989365,-19808.14998,-0.336615994,976469.232,8.046561494,101282,42654860.34,0.022892332,-0.017383482,-0.000464382,9.641093501,-7.321044213,-0.195574238,494775.4289,170013.7907,114898.1704,19366,248493,-324761.6381,-0.656381904,-3.206508937,-0.007613708,55115.62034,229127,11.83140556,2.262267728,0.00537165,4.157206225,11.35171454,-1.05E-06,-1.20E-06,-2.58E-07,-0.000444304,-0.000503545,-0.000108608,1822.666667,2222.833333,0.479691018,31.94071538,38.95330295,0.702597403,1.21955011,1106,565,5628,6.05E-05,2.59E-05,0.010920006,0.196517413,1.32E-05,0.005578484,0.100390903,2.16006243
154,11374,-3.97E-08,-1.12E-05,-9.13E-07,201,244.67,180.38,71.25,270.33,278,300.5,568.5,67,137.5,37.5,94,413.67,436,11,10,682,399,38,15,33575.43803,331232.2078,10332006,10062416,23719.18671,9891.121935,-1,-0.090909091,-283,-0.414956012,-23,-0.605263158,0.217263682,-0.605000554,0.02837273,0.891846922,1.052238806,1.506666667,1.021401006,-2.552450006,0.179394223,6.268272717,1.64892995,1.321482868,1.732691828,-4.329944109,0.304322105,10.63341905,2.797224042,2.241746927,365.48,-269590,-0.026092706,-13828.06478,-0.582990679,297656.7697,8.865313073,42755,25203558.58,0.011810109,-0.010696505,-0.000548655,6.961917196,-6.30546135,-0.323425676,714281.3289,614228.5926,618942.0107,47084,483593,-100052.7363,-0.140074691,-2.340141184,-0.003969786,-4713.418065,436509,9.270856342,10.20954274,0.01731934,-92.60986274,9.278471624,-3.97E-08,-1.12E-05,-9.13E-07,-2.34E-05,-0.006619109,-0.000537949,1822.166667,2136.666667,-0.007615282,22.41748068,26.28666444,0.523584906,1.172596726,297,307,2810,5.33E-05,1.18E-05,0.006946556,0.10569395,1.22E-05,0.007180447,0.109252669,2.33695483
155,11375,2.16E-07,5.94E-07,-1.98E-07,437.33,547,103.5,78.12,242,462.33,395,619.5,151,226.5,55.5,379.5,512.83,383.67,12,24,404,437,36,25,94862.19275,470737.2798,50852945,49158395,52016.32914,15071.41898,12,1,33,0.081683168,-11,-0.305555556,0.250771728,-0.245217391,0.910454545,0.56835443,0.5,5.837837838,1.599737437,-0.370213697,3.213915834,3.274742907,1.101305521,4.726132303,1.97291592,-0.456575235,3.963641512,4.03865801,1.358212382,5.828620024,427.81,-1694550,-0.033322554,-36944.91016,-0.710256006,375875.0871,3.962327627,68555,55587771.83,0.00676183,-0.030484222,-0.000664623,5.48282528,-24.71810955,-0.538909053,139524.3348,156837.2078,880198.4299,27121,174395,17312.873,0.124084971,0.252539902,0.000311451,-723361.2221,147274,5.430256996,2.148260521,0.002649396,-0.203596758,6.252073075,2.16E-07,5.94E-07,-1.98E-07,0.000175042,0.000481365,-0.000160455,1825.583333,2136.583333,-0.821816079,13.49059484,15.78880545,0.509151414,1.170356507,392,575,4895,3.19E-05,7.05E-06,0.005718037,0.080081716,1.03E-05,0.008387426,0.117466803,3.585953502
156,11377,-7.52E-07,-9.74E-07,-5.15E-07,372.33,710.33,144.88,130.75,477.33,738.33,754,1359.5,165,278.5,132,332.5,642.08,498.75,100,46,473,403,115,78,245645.2229,674389.2579,14965483,14665894,187337.7762,115947.8562,-54,-0.54,-70,-0.147991543,-37,-0.32173913,0.907796847,-0.09752899,0.546791528,0.803050398,0.687878788,1.518939394,3.720336371,-0.155527671,2.872804121,6.664685422,1.249284551,2.206885924,4.705398384,-0.196707927,3.633458515,8.429345329,1.580067209,2.791220047,434.02,-299589,-0.020018666,-71389.91992,-0.381075944,428744.0351,1.745379088,90852,71832387.49,0.005968673,-0.004170667,-0.00099384,4.719148011,-3.297549861,-0.785782591,352419.0435,299837.2798,170714.5528,13690,170900,-52581.76362,-0.14920239,-0.578762863,-0.000732006,129122.727,157210,11.48356465,1.730396689,0.002188567,1.217523852,10.72719839,-7.52E-07,-9.74E-07,-5.15E-07,-0.000594373,-0.000770484,-0.000407256,1861.916667,2250.75,0.756366255,18.55577326,22.43086784,0.648498331,1.208834982,655,454,4573,3.71E-05,9.12E-06,0.007209528,0.143232014,6.32E-06,0.004997138,0.099278373,1.961165904
157,11378,-2.11E-07,-5.28E-07,-9.06E-08,335.67,544,75,70.38,131,228.33,373,697,137.5,169,126.5,471.5,266.75,423,28,14,230,195,28,22,17746.39372,493107.9071,,,16829.26315,60641.80587,-14,-0.5,-35,-0.152173913,-6,-0.214285714,0.620639318,-0.0616,0.742977099,0.868632708,0.229090909,2.727272727,5.87291743,-0.130239901,2.743776957,9.133707327,0.887999323,9.725706876,3.144103624,-0.069724758,1.46889841,4.889788193,0.475396074,5.206718909,345,,,43812.54272,2.603354783,475361.5134,26.78637253,35473,66260538.74,0.007174127,,0.000661216,13.40065721,,1.235095501,685156.6737,517111.2579,420916.204,15193,157278,-168045.4158,-0.245265678,-4.737276684,-0.002536131,96195.05397,142085,9.352004212,4.005440758,0.002144338,1.477050993,9.12346691,-2.11E-07,-5.28E-07,-9.06E-08,-0.000394666,-0.000986666,-0.000169143,1826.75,2255.083333,0.228537303,16.63927226,20.54082144,0.433333333,1.234478354,528,380,2905,4.96E-05,7.97E-06,0.01488456,0.181755594,5.73E-06,0.010712373,0.13080895,2.131355868
158,11379,-7.12E-07,-1.20E-06,1.74E-08,283,386.67,58.12,56.25,110.33,165.67,295.5,439.5,132.5,145.5,112,349.5,394.17,297,43,2,249,180,19,20,2792.359907,102474.9957,1221175,722292,2456.981639,2125.631214,-41,-0.953488372,-69,-0.277108434,1,0.052631579,0.366325088,-0.032174811,0.501586151,0.487309645,0.098113208,2.120535714,2.926216552,-0.052783109,1.562041323,4.064581687,0.366941402,6.703737157,1.799113707,-0.032452422,0.960383453,2.499010069,0.225605076,4.12163119,418.26,-498883,-0.408527033,-331.3504257,-0.134860766,99682.63583,35.69834805,35428,57622817.05,0.001729916,-0.008657734,-5.75E-06,2.813668167,-14.08160212,-0.009352784,28437.32487,120528.9071,734261.4351,60872,372579,92091.58221,3.238405252,2.599401101,0.001598179,-613732.5281,311707,5.120695886,8.79832336,0.005409437,-0.507887371,5.956546033,-7.12E-07,-1.20E-06,1.74E-08,-0.001157277,-0.001947612,2.82E-05,1842.5,2297.25,-0.835850146,14.29015907,17.81713321,0.374717833,1.246811398,104,444,1893,4.18E-05,1.80E-06,0.002935531,0.05493925,7.71E-06,0.01253246,0.234548336,3.618651324
159,11385,-9.62E-07,-2.00E-07,-7.93E-07,580.33,819.67,234.62,193.88,506.33,1244,858.5,1737,325.5,553,157,429,473.75,613.08,159,39,778,753,204,105,8408.215784,142042.7784,8139170,8084949,7677.478136,4321.249702,-120,-0.754716981,-25,-0.032133676,-99,-0.485294118,0.412420519,-0.173642486,1.4568957,1.023296447,0.698924731,1.732484076,2.431427527,-0.413872973,7.493904669,8.924580438,2.311146329,2.763216709,1.917998843,-0.326478119,5.911465726,7.04003503,1.823116641,2.17972627,493.13,-54221,-0.006661736,-3356.228434,-0.437152457,133634.5626,15.89333171,98436,124786310.9,0.001070907,-0.000434511,-2.69E-05,1.357578148,-0.550824901,-0.034095539,7249.362392,5864.995734,26640.75489,8753,96610,-1384.366658,-0.19096392,-0.014063622,-1.11E-05,-20775.75915,87857,10.03735862,0.892529156,0.00070406,-4.228822608,10.81720736,-9.62E-07,-2.00E-07,-7.93E-07,-0.001219066,-0.000253972,-0.00100573,1731.583333,2230.5,-0.779848741,9.099019106,11.72069615,0.573745174,1.288127436,417,706,6339,1.88E-05,3.34E-06,0.004236255,0.065783247,5.66E-06,0.007172173,0.111374034,3.914726184
160,11411,-5.57E-08,6.69E-07,-5.57E-07,150.67,252.33,30,23.25,73,77,50.5,134.5,75.5,88,38,152.5,706.5,400.58,6,4,64,88,41,21,539.5883735,741771.6645,,,523.4644184,349.3170176,-2,-0.333333333,24,0.375,-20,-0.487804878,0.674719586,-0.225,0.054794521,1.663366337,0.165562914,3.013157895,5.580808081,-0.37055336,0.219587176,4.611330698,0.686209925,6.285682916,2.83257566,-0.188076782,0.111452908,2.340511071,0.348290338,3.190339495,367.3,,,-174.1474007,-0.332682403,741232.0762,1373.699124,18216,35889597.38,0.020653118,,-4.85E-06,40.69126461,,-0.009560134,23841.96726,12076.77836,7266.493365,11497,129966,-11765.1889,-0.493465526,-0.645871152,-0.000327816,4810.28499,118469,10.30434026,6.503568292,0.003300929,24.62827052,9.642358651,-5.57E-08,6.69E-07,-5.57E-07,-0.000109794,0.001317523,-0.001097936,1762.333333,2264.833333,0.661981612,16.07455395,20.6579453,0.475862069,1.285133346,20,168,929,3.56E-05,5.57E-07,0.001097936,0.021528525,4.68E-06,0.009222661,0.180839612,1.917176113
161,11412,-6.76E-07,4.80E-07,-8.94E-07,247,345.67,104.38,78.88,154,275.67,180.5,328.5,180.5,229,76.5,193.5,717.92,578.5,36,5,146,168,86,45,314.6469375,561421.0984,,,288.8486092,367.89771,-31,-0.861111111,22,0.150684932,-41,-0.476744186,0.399473684,-0.244299674,0.790064935,0.819944598,0.268698061,1.529411765,2.817613296,-0.728176133,3.474399612,4.226277164,1.384962449,3.341043434,2.152357684,-0.556249325,2.654072762,3.228427457,1.057964403,2.552202787,585.46,,,79.04910082,0.27366966,561106.4515,1783.289092,35019,45842752.23,0.012239807,,1.72E-06,16.02291475,,0.00225732,694.3248725,693.6645456,27235.82122,150340,741078,-0.660326909,-0.000951035,-1.89E-05,-1.44E-08,-26542.15667,590738,3.929346814,16.86907108,0.012886181,-22.25659382,4.903877982,-6.76E-07,4.80E-07,-8.94E-07,-0.000885234,0.00062823,-0.001170793,1746.416667,2219.75,-0.974531168,25.98537869,33.02822599,0.652985075,1.271031159,182,265,1659,4.79E-05,3.97E-06,0.005197179,0.109704641,5.78E-06,0.007567321,0.15973478,5.26550635
162,11413,-1.16E-07,-1.39E-07,-3.25E-07,346.33,404.67,71.88,94.75,136.67,226,177,316,150.5,149,99,279,387.17,647.25,18,8,195,183,97,69,1107.915891,1265617.319,,,1070.508315,3957.06813,-10,-0.555555556,-12,-0.061538462,-28,-0.288659794,0.168452054,0.318169171,0.653618204,0.785310734,-0.009966777,1.818181818,1.4826298,0.581209179,2.270197464,3.532491296,-0.03812041,4.57444916,0.676731424,0.26528707,1.036208743,1.612370036,-0.017399677,2.087961198,503.31,,,2886.559815,2.696438482,1264509.403,1141.340614,39349,86208498.59,0.014668036,,3.35E-05,32.13574431,,0.073357895,887.2686521,1754.09842,642.7735049,207824,559667,866.8297677,0.976964266,0.022029271,1.01E-05,1111.324915,351843,1.692985411,8.941599532,0.004081303,316.5977792,-0.035967178,-1.16E-07,-1.39E-07,-3.25E-07,-0.000254136,-0.000304963,-0.000711581,1725.166667,2212,1.728952588,19.89740523,25.51235265,0.489230769,1.282194957,368,496,2288,4.93E-05,4.27E-06,0.009352207,0.160839161,5.75E-06,0.012605149,0.216783217,-0.013267472
163,11414,3.13E-08,8.92E-07,-3.13E-08,273.67,291,53.12,46.75,74.33,198.67,129.5,190.5,123,151,55.5,145,402.92,720.33,14,16,119,176,17,15,1171.760974,793916.6943,4253130,2731350,1145.962646,3651.106062,2,0.142857143,57,0.478991597,-2,-0.117647059,0.063324442,-0.119917169,1.67281044,0.471042471,0.227642276,1.612612613,0.662765795,-0.243613278,4.755239406,2.332874407,1.070827597,3.422823925,0.271082725,-0.099642063,1.944975534,0.954186164,0.437987091,1.399994453,499.63,-1521780,-0.357802371,2505.143416,2.186060275,792744.9333,676.5415055,26148,63928824.72,0.01240043,-0.023804286,3.92E-05,30.31761256,-58.19871501,0.095806311,1664.768098,5329.318727,1365.564218,241663,1260288,3664.550629,2.201237898,0.140146498,5.73E-05,3963.754509,1018625,4.215063953,38.95613431,0.015933736,256.9848858,1.312414294,3.13E-08,8.92E-07,-3.13E-08,7.65E-05,0.002179899,-7.65E-05,1759.916667,2151.166667,2.902649658,17.16721769,20.9836904,0.443037975,1.222311662,331,420,2424,4.73E-05,5.18E-06,0.012658712,0.136551155,6.57E-06,0.016062414,0.173267327,0.28989563
164,11415,-5.95E-08,-7.74E-07,-5.95E-07,134.67,151.33,47.62,39.5,150.33,240.33,171,278.5,54,81.5,12.5,22,361.92,528.17,5,4,109,96,15,5,22428.33602,347778.2076,,,6183.128698,4682.334491,-1,-0.2,-13,-0.119266055,-10,-0.666666667,0.123709809,-0.17051659,0.598682898,0.628654971,0.509259259,0.76,0.877303844,-0.42759347,4.739336493,5.660874144,1.448130595,0.500263296,0.991532131,-0.483267761,5.356416071,6.397941419,1.636682688,0.565399474,487.52,,,-1500.794207,-0.242724077,325349.8716,14.50619749,18990,16802279.51,0.019363436,,-8.93E-05,17.13269466,,-0.079030764,1991.849349,4472.6943,1855.089887,185132,789444,2480.844952,1.245498287,0.130639545,0.000147649,2617.604414,604312,3.264222285,31.8226435,0.035966072,230.8645252,1.853183158,-5.95E-08,-7.74E-07,-5.95E-07,-5.27E-05,-0.000684571,-0.000526593,1751.75,2114.75,1.411039127,25.03739554,30.22567845,0.503030303,1.20722135,108,105,1044,6.24E-05,6.43E-06,0.005687204,0.103448276,6.25E-06,0.005529226,0.100574713,0.570201989
165,11416,1.59E-07,-1.64E-06,-2.44E-06,163.67,243.33,71.12,67.12,226.33,309.67,250.5,757.5,62.5,73,52.5,219,470.75,798.33,3,6,225,194,71,25,935.5762131,566947.0044,,,804.6496971,859.6667029,3,1,-31,-0.137777778,-46,-0.647887324,0.486711065,-0.05624297,0.368223391,2.023952096,0.168,3.171428571,3.133383157,-0.157337844,3.278133973,19.94257169,0.41301184,6.549187743,4.224907694,-0.21214701,4.420082943,26.88963345,0.5568859,8.830619271,508.13,,,55.0170058,0.06837386,566011.4282,604.9869805,25423,18854849.8,0.030019408,,2.92E-06,22.2637544,,0.002164064,125050.4385,86106.20764,2328.199045,64190,261672,-38944.23088,-0.311428183,-1.531850328,-0.002065476,83778.0086,197482,3.076522823,7.767848012,0.010473804,2.357205707,-32.90751762,1.59E-07,-1.64E-06,-2.44E-06,0.000118003,-0.001219368,-0.001809385,1726.666667,2161.25,35.98404044,37.96205023,47.51668787,0.58739255,1.251689189,141,198,1208,7.81E-05,7.48E-06,0.005546159,0.116721854,1.05E-05,0.007788223,0.163907285,-2.205242104
