,zipcode,drug_change_area,larceny_change_area,robbery_change_area,streets_sidewalks311_before,streets_sidewalks311_after,home311_before,home311_after,noise311_before,noise311_after,transportation311_before,transportation311_after,public_health_safety311_before,public_health_safety311_after,vehicles_parking311_before,vehicles_parking311_after,master_card_before,master_card_after,drugs_before,drugs_after,petit_larceny_before,petit_larceny_after,robbery_before,robbery_after,private_vehicles_before,private_vehicles_after,subway_before,subway_after,yellow_taxi_before,yellow_taxi_after,drug_change_abs,drug_change_rate,petit_larceny_change_abs,petit_larceny_change_rate,robbery_change_abs,robbery_change_rate,SS_change_rate,H_change_rate,N_change_rate,T_change_rate,PHS_change_rate,VP_change_rate,SS_change_pop,H_change_pop,N_change_pop,T_change_pop,PHS_change_pop,VP_change_pop,SS_change_area,H_change_area,N_change_area,T_change_area,PHS_change_area,VP_change_area,MasterCard_growth_rank,subway_change_abs,subway_change_rate,yellowTaxi_change_abs,yellowTaxi_change_rate,privateVehicle_change_abs,privateVehicle_change_rate,population,area,pv_change_area,sub_change_area,yel_change_area,pv_change_pop,sub_change_pop,yel_change_pop,taxi_before,taxi_after,taxi_2015,fhv_before,fhv_after,taxi_change_abs,taxi_change_rate,taxi_change_pop,taxi_change_area,taxi_change_abs_15,fhv_change_abs,fhv_change_rate,fhv_change_pop,fhv_change_area,fhv_taxi_change_abs,fhv_taxi_change_rate,drug_change_area,larceny_change_area,robbery_change_area,drug_change_pop,larceny_change_pop,robbery_change_pop,average_rent_2013,average_rent_2017,taxi_change_rate_15,renovation_index,renovation_index_with_rent,business_renewal,rent_increase,count_new_buildings,count_major_renovation,Total_building_permits,Urban_landscape_renewal,new_building_area,new_building_pop,new_building_tbp,major_renovation_area,major_renovation_pop,major_renovation_tbp,log_fhv_taxi_change
70,10461,2.87E-07,-3.66E-07,3.18E-08,448.67,586.33,156.5,130.12,293,532.33,371,712.5,125.5,216.5,85.5,257.5,394.67,685.58,96,114,534,511,89,91,6667.827531,617850.8452,5922178,5987402,1806.777525,1738.533455,18,0.1875,-23,-0.043071161,2,0.02247191,0.306817929,-0.1685623,0.816825939,0.920485175,0.725099602,2.011695906,2.723298186,-0.521869869,4.734613939,6.755821084,1.800233437,3.402639024,2.191198807,-0.419902837,3.809527898,5.435815724,1.448489695,2.737804698,506.89,65224,0.011013516,-68.24407037,-0.037771153,611183.0177,91.66149167,50549,62824057.57,0.009728487,0.001038201,-1.09E-06,12.09090225,1.29031237,-0.001350058,60754.42756,27215.84523,60003.12012,65828,590635,-33538.58233,-0.552035196,-0.663486564,-0.000533849,-32787.27489,524807,7.972397764,10.38214406,0.008353599,-16.00642328,8.51882393,2.87E-07,-3.66E-07,3.18E-08,0.00035609,-0.000455004,3.96E-05,1613,1761.833333,-0.546426166,10.19071373,11.13102241,0.497005988,1.09227113,264,252,3175,2.57E-05,4.20E-06,0.005222655,0.083149606,4.01E-06,0.004985262,0.079370079,2.984750164
71,10462,4.53E-07,3.96E-06,-8.11E-07,309.33,410.33,244,203.38,563.33,862.33,371,819.5,174.5,255,36,130,535,573.75,266,290,581,791,177,134,15286.63865,214396.5444,10470034,10176292,7164.034996,2803.207131,24,0.090225564,210,0.361445783,-43,-0.242937853,0.326512139,-0.16647541,0.530772371,1.208894879,0.461318052,2.611111111,1.334672411,-0.536776171,3.951158919,5.926738378,1.063773555,1.242170362,1.904851219,-0.766089668,5.639114005,8.458671007,1.518223001,1.772831828,498.89,-293742,-0.028055496,-4360.827865,-0.608711134,199109.9057,13.02509402,75674,53022513.78,0.003755196,-0.005539949,-8.22E-05,2.631153444,-3.881676666,-0.057626501,85566.52933,43432.54435,89056.49077,23398,170964,-42133.98498,-0.49241199,-0.556782845,-0.000794643,-45623.94642,147566,6.306778357,1.950022465,0.002783082,-3.234397977,6.819081795,4.53E-07,3.96E-06,-8.11E-07,0.00031715,0.002775061,-0.000568227,1612.583333,1629.333333,-0.512303438,11.779682,11.90203826,0.609103079,1.01038706,296,149,3160,2.58E-05,5.58E-06,0.003911515,0.093670886,2.81E-06,0.001968972,0.047151899,2.706864326
72,10463,3.00E-07,-1.12E-06,-6.81E-07,252.33,406.33,249.25,211.88,563.33,1216.33,219,548,118.5,286,31.5,42.5,381.33,716,145,156,929,888,104,79,11726.24531,2477941.544,7852407,8452089,4760.69667,3930.435805,11,0.075862069,-41,-0.044133477,-25,-0.240384615,0.610311893,-0.149929789,1.159178457,1.502283105,1.41350211,0.349206349,2.180037089,-0.529012896,9.243923501,4.657351963,2.371144236,0.155716935,3.86710387,-0.938400465,16.39752485,8.261540085,4.206103235,0.276221705,569.93,599682,0.076369195,-830.260865,-0.174399027,2466215.298,210.3158542,70641,36703381.51,0.067193136,0.016338604,-2.26E-05,34.91195337,8.489149361,-0.011753243,67357.68985,22753.54364,60872.07528,767960,2455188,-44604.14621,-0.662198278,-0.631420085,-0.00121526,-38118.53164,1687228,2.197025887,23.88454297,0.045969279,-44.26267035,2.823233084,3.00E-07,-1.12E-06,-6.81E-07,0.000155717,-0.000580399,-0.000353902,1653.416667,1972.083333,-0.626207197,11.76465766,14.03208626,0.523326572,1.192732221,378,171,4031,3.02E-05,1.03E-05,0.005351,0.093773257,4.66E-06,0.002420691,0.042421235,2.146274605
74,10464,-1.05E-07,-1.57E-07,0,210.33,145.33,18.88,11.75,89,57,17,45.5,261,36,31,29.5,468.33,625.92,11,3,29,17,4,4,239.2480782,256939.0186,,,212.8047917,120.7745008,-8,-0.727272727,-12,-0.413793103,0,0,-0.309038178,-0.377648305,-0.359550562,1.676470588,-0.862068966,-0.048387097,-14.64623704,-1.60657954,-7.21045516,6.421811627,-50.69851284,-0.337990086,-0.703783339,-0.077199619,-0.346477951,0.308581925,-2.436173096,-0.016241154,606.2,,,-92.03029092,-0.432463434,256699.7706,1072.943919,4438,76257484.9,0.003366224,,-1.21E-06,57.84131829,,-0.020736884,912.8750427,2319.018635,929.9659564,45408,254620,1406.143592,1.540346188,0.316841729,1.84E-05,1389.052678,209212,4.607381959,47.14105453,0.002743495,150.6148782,3.113722252,-1.05E-07,-1.57E-07,0,-0.001802614,-0.002703921,0,1667.666667,1938.5,1.493659707,17.52089037,20.36632779,0.328125,1.162402558,185,64,534,7.32E-05,2.43E-06,0.041685444,0.346441948,8.39E-07,0.01442091,0.119850187,0.810332543
77,10465,-2.58E-07,7.56E-07,5.53E-08,339.67,625.67,73.88,66.88,204.67,444,167,319,151,145,76,305.5,295.42,563,115,87,339,421,29,35,1599.561995,235322.4833,,,1116.488298,873.9119004,-28,-0.243478261,82,0.241887906,6,0.206896552,0.8419937,-0.09474824,1.169345776,0.910179641,-0.039735099,3.019736842,6.807578787,-0.166619061,5.696705703,3.618013901,-0.142816338,5.462724936,2.637798612,-0.064561505,2.207357839,1.401906955,-0.055338432,2.11669504,551.17,,,-242.5763972,-0.217267299,233722.9213,146.1168258,42012,108423743.4,0.002155643,,-2.24E-06,5.563241963,,-0.005773979,7652.360756,6115.483334,8256.555055,44660,229207,-1536.877422,-0.200837032,-0.036581868,-1.42E-05,-2141.071721,184547,4.13226601,4.392721127,0.00170209,-86.1937497,4.391583813,-2.58E-07,7.56E-07,5.53E-08,-0.000666476,0.001951823,0.000142816,1637.25,1852.083333,-0.259317803,15.50544588,17.54000787,0.483028721,1.131215962,456,272,2178,4.22E-05,4.21E-06,0.010854042,0.209366391,2.51E-06,0.006474341,0.124885216,1.935730909
78,10466,1.99E-07,3.08E-06,2.90E-07,246,445,270.75,208.88,639,1061.33,538,1148.5,151.5,224,84,227,534.33,551.17,169,180,403,573,174,190,952.2564632,229371.4174,5878364,5242908,449.1890617,880.724821,11,0.065088757,170,0.421836228,16,0.091954023,0.808943089,-0.228513389,0.660923318,1.134758364,0.478547855,1.702380952,2.886484291,-0.897421021,6.125873923,8.855269647,1.051608599,2.074207305,3.600995862,-1.119565899,7.642254182,11.04727625,1.311920603,2.587650293,606.85,-635456,-0.108100825,431.5357593,0.960699617,228419.161,239.8714735,68942,55262490.61,0.004133349,-0.011498866,7.81E-06,3.313207638,-9.217255084,0.006259403,5140.757411,4837.417419,4836.403489,38562,224534,-303.339992,-0.059006868,-0.00439993,-5.49E-06,1.013930234,185972,4.822675172,2.697513852,0.003365248,183416.9588,4.822465527,1.99E-07,3.08E-06,2.90E-07,0.000159554,0.002465841,0.000232079,1607.583333,1835,0.000209646,23.04096841,26.30045744,0.56952381,1.141464932,526,237,2537,5.44E-05,9.52E-06,0.007629602,0.207331494,4.29E-06,0.003437672,0.093417422,1.761550184
79,10467,-4.04E-07,1.50E-06,-3.03E-07,239.33,383.67,508.5,397.25,1241.67,2203.67,379,1089.5,196.5,341.5,16.5,65.5,334.33,831.08,466,438,775,879,303,282,8079.941618,271443.0517,16335311,16079876,1961.223108,1814.714294,-28,-0.060085837,104,0.134193548,-21,-0.069306931,0.603100322,-0.218780728,0.774763021,1.874670185,0.737913486,2.96969697,1.473879835,-1.135992321,9.823142589,7.255034105,1.480619205,0.50034718,2.081741861,-1.604501746,13.87443307,10.24717744,2.091260703,0.706701893,560.02,-255435,-0.015636984,-146.5088143,-0.074702778,263363.11,32.59467983,97932,69336166.37,0.003798351,-0.003684008,-2.11E-06,2.68924468,-2.608289425,-0.001496026,65178.77952,24930.05166,71841.20523,61034,246513,-40248.72786,-0.617512757,-0.410986479,-0.000580487,-46911.15357,185479,3.038945506,1.893957031,0.002675069,-3.953835834,3.69192945,-4.04E-07,1.50E-06,-3.03E-07,-0.000285913,0.001061961,-0.000214435,1564.166667,1739.083333,-0.652983945,13.92777343,15.4852799,0.615942029,1.111827384,501,261,4047,3.00E-05,7.23E-06,0.005115795,0.123795404,3.76E-06,0.002665115,0.064492216,2.454367875
80,10468,-3.77E-06,3.34E-06,-2.18E-06,161.33,208,424.88,317.12,1191.67,2391.33,203.5,536.5,117.5,250,14.5,24,183.67,513.58,699,569,632,747,280,205,13337.88118,1236842.784,16860463,16214694,2705.745135,2450.173975,-130,-0.185979971,115,0.181962025,-75,-0.267857143,0.289282836,-0.253624553,1.006704876,1.636363636,1.127659574,0.655172414,0.640394089,-1.478655817,16.46143502,4.569342865,1.818131921,0.130356628,1.354811182,-3.128229119,34.82564351,9.666855016,3.84642129,0.275781149,538.96,-645769,-0.038300787,-255.5711608,-0.094455001,1223504.903,91.73157914,72877,34447604.67,0.035517851,-0.018746412,-7.42E-06,16.78862882,-8.861080999,-0.003506884,94745.6992,20249.78404,71005.79465,382086,1216593,-74495.91516,-0.786272261,-1.02221435,-0.002162586,-50756.01061,834507,2.184081594,11.45089672,0.0242254,-16.44154042,2.898896644,-3.77E-06,3.34E-06,-2.18E-06,-0.001783828,0.001578001,-0.001029131,2168.490683,2571.45911,-0.714815049,10.58927882,12.55707377,0.716297787,1.185828987,196,82,3204,2.00E-05,5.69E-06,0.002689463,0.061173533,2.38E-06,0.001125184,0.025593009,2.412781254
81,10469,-9.85E-07,4.12E-07,-3.53E-07,439.67,581,166.12,134.25,422,657.67,406,1050,170.5,262,65.5,264.5,301.75,716.67,199,132,424,452,138,114,1844.55167,2316400.612,2189111,1955517,836.4819928,935.8475419,-67,-0.336683417,28,0.066037736,-24,-0.173913043,0.32144563,-0.191849266,0.558459716,1.586206897,0.536656891,3.038167939,2.170934394,-0.489547012,3.62006728,9.892321163,1.405508364,3.056788682,2.077133413,-0.468394834,3.463652668,9.464897178,1.344779646,2.924712016,431.06,-233594,-0.106707243,99.36554903,0.118789824,2314556.061,1254.806844,65101,68040887.07,0.034017135,-0.003433142,1.46E-06,35.55331041,-3.588178369,0.001526329,10812.93566,8610.612382,10256.43382,737103,2307790,-2202.323275,-0.203674871,-0.033829331,-3.24E-05,-1645.82144,1570687,2.130892155,24.12692585,0.023084458,-954.3483645,2.291359377,-9.85E-07,4.12E-07,-3.53E-07,-0.00102917,0.000430101,-0.000368658,1606.75,1776.166667,-0.160467222,20.02168444,22.13278264,0.483918129,1.105440589,556,317,2558,5.45E-05,8.17E-06,0.008540575,0.21735731,4.66E-06,0.004869357,0.123924941,1.316227756
82,10470,-1.58E-06,2.55E-06,3.25E-07,69,122.67,79.62,65.62,132,245.33,121.5,281.5,34,72.5,34,111,505.75,541.75,80,46,74,129,42,49,674.4541877,139223.883,1627569,1653287,536.4331314,272.5168223,-34,-0.425,55,0.743243243,7,0.166666667,0.777826087,-0.175835217,0.858560606,1.316872428,1.132352941,2.264705882,3.641112619,-0.949796472,7.688602442,10.85481682,2.611940299,5.223880597,2.491243099,-0.649849141,5.260528795,7.426847324,1.787085137,3.574170275,405.28,25718,0.015801481,-263.9163092,-0.491983611,138549.4288,205.4245215,14740,21543461.58,0.006431159,0.001193773,-1.23E-05,9.399554191,1.744776119,-0.01790477,2152.615331,964.8829606,2062.727413,10781,138259,-1187.732371,-0.551762479,-0.080578858,-5.51E-05,-1097.844453,127478,11.82432056,8.64843962,0.005917248,-116.1166317,12.3565501,-1.58E-06,2.55E-06,3.25E-07,-0.002306649,0.003731343,0.000474898,1614.166667,1820.75,-0.532229535,26.6524381,30.06345483,0.533333333,1.127981415,92,59,651,6.52E-05,4.27E-06,0.00624152,0.141321045,2.74E-06,0.004002714,0.0906298,3.311120976
83,10471,-2.57E-07,1.12E-07,-1.12E-07,141,337,26.62,20.5,90.67,210,41.5,121.5,58.5,106.5,37,127.5,593.5,714.25,75,52,156,166,28,18,1849.367046,1218108.973,2464246,2289098,1450.137916,1005.21546,-23,-0.306666667,10,0.064102564,-10,-0.357142857,1.390070922,-0.229902329,1.31609132,1.927710843,0.820512821,2.445945946,8.348596499,-0.260680666,5.082847042,3.407590408,2.044554245,3.854836649,2.186245665,-0.068264405,1.331044363,0.892345169,0.535407102,1.009465473,539.85,-175148,-0.071075696,-444.9224554,-0.30681389,1216259.606,657.6626356,23477,89651407.06,0.013566542,-0.001953656,-4.96E-06,51.80643206,-7.460408059,-0.018951419,5760.277421,2853.972551,5433.94717,464208,1215255,-2906.30487,-0.504542517,-0.123793707,-3.24E-05,-2579.974619,751047,1.617910506,31.99075691,0.008377415,-291.1063521,2.09269882,-2.57E-07,1.12E-07,-1.12E-07,-0.000979682,0.000425949,-0.000425949,1700.25,2092.333333,-0.474788315,9.919858476,12.207411,0.416107383,1.230603343,256,188,1967,3.07E-05,2.86E-06,0.010904289,0.130147433,2.10E-06,0.008007837,0.095577021,1.60633037
84,10472,-8.62E-06,-3.78E-06,-2.00E-06,230.33,349.33,305.62,255,700.67,1567.33,326,924,128.5,178,16,33.5,411.17,605.08,535,268,647,530,276,214,6822.253353,1385796.672,10736077,10737455,2482.329578,2338.070464,-267,-0.499065421,-117,-0.180834621,-62,-0.224637681,0.516650024,-0.165630522,1.236901823,1.834355828,0.385214008,1.09375,1.793357044,-0.762854904,13.06076316,9.011995901,0.745976249,0.263728977,3.843266404,-1.634841558,27.98996018,19.31322109,1.598669639,0.565186236,485.37,1378,0.000128352,-144.2591148,-0.058114408,1378974.419,202.1288784,66356,30963245.19,0.044535849,4.45E-05,-4.66E-06,20.78145787,0.020766773,-0.002174018,42601.09987,28499.67199,40314.06508,620085,1357297,-14101.42787,-0.331010887,-0.212511723,-0.000455425,-11814.39309,737212,1.18888862,11.10995238,0.023809261,-62.39948125,1.481947459,-8.62E-06,-3.78E-06,-2.00E-06,-0.004023751,-0.001763217,-0.000934354,2168.490683,2571.45911,-0.293058838,22.10183723,26.20899925,0.646076795,1.185828987,315,139,2385,4.61E-05,1.02E-05,0.004747122,0.132075472,4.49E-06,0.002094762,0.058280922,1.130201775
85,10473,-2.07E-06,6.22E-07,-1.28E-06,339,452.67,109.38,88.38,393,666,219,533,80.5,132.5,43,170,457.33,316.58,411,288,586,623,170,94,2883.910587,1483102.233,,,1182.510837,1833.914342,-123,-0.299270073,37,0.063139932,-76,-0.447058824,0.335309735,-0.191991223,0.694656489,1.433789954,0.645962733,2.953488372,1.950277949,-0.360304715,4.683961293,5.387413355,0.892183103,2.178985656,1.90970268,-0.352808624,4.586512111,5.275328949,0.873621355,2.133652154,367.94,,,651.4035055,0.550864724,1480218.322,513.2677583,58284,59522354.54,0.024868276,,1.09E-05,25.39664955,,0.011176369,16852.03237,11576.23278,17413.34003,590406,1471526,-5275.799588,-0.313066072,-0.090518832,-8.86E-05,-5837.107248,881120,1.492396757,15.11769954,0.014803178,-150.9514838,1.827605697,-2.07E-06,6.22E-07,-1.28E-06,-0.002110356,0.000634823,-0.00130396,1626.333333,1821.083333,-0.33520894,24.56256338,27.50387874,0.613207547,1.119747899,588,103,2236,5.71E-05,9.88E-06,0.010088532,0.262969589,1.73E-06,0.001767209,0.046064401,1.321527283
86,10474,-1.72E-06,1.38E-06,-5.91E-07,170.67,213.67,83.12,57.75,158.67,208.67,60,200,36.5,87,9,27.5,708.17,620.42,221,151,177,233,55,31,1101.106908,1033093.737,,,697.3630708,1179.873969,-70,-0.316742081,56,0.316384181,-24,-0.436363636,0.251948204,-0.305221367,0.31511943,2.333333333,1.383561644,2.055555556,3.501343539,-2.065792688,4.071329696,11.39972315,4.112042993,1.506391988,1.058745864,-0.62466006,1.231099842,3.447079556,1.24341084,0.455506941,611.48,,,482.5108982,0.691907728,1031992.63,937.2319999,12281,40614090.19,0.025409719,,1.19E-05,84.03164481,,0.039289219,4936.289128,6663.73684,5273.779078,370618,1026430,1727.447713,0.349948649,0.140660183,4.25E-05,1389.957762,655812,1.769509306,53.40053742,0.016147401,471.8215315,1.505949202,-1.72E-06,1.38E-06,-5.91E-07,-0.005699862,0.004559889,-0.001954238,2168.490683,2571.45911,0.263560104,9.445718717,11.20100706,0.356321839,1.185828987,132,91,1320,3.44E-05,3.25E-06,0.01074831,0.1,2.24E-06,0.00740982,0.068939394,0.784736943
87,10475,-6.21E-07,4.14E-07,5.18E-08,171.67,198.67,27,16.5,36.33,82.33,68,121,17.5,29.5,17,37,191.25,699.25,46,22,464,480,52,54,947.0901784,1648042.555,,,469.8211052,608.8273552,-24,-0.52173913,16,0.034482759,2,0.038461538,0.157278499,-0.388888889,1.266171208,0.779411765,0.685714286,1.176470588,0.659646723,-0.256529281,1.123842564,1.294862085,0.293176321,0.488627202,0.698879002,-0.271786278,1.190682744,1.371873596,0.31061289,0.51768815,584.19,,,139.00625,0.295870595,1647095.465,1739.111546,40931,38633296.93,0.04263409,,3.60E-06,40.24078241,,0.003396112,6045.23872,4982.554912,6500.308122,669061,1643060,-1062.683808,-0.17578856,-0.025962811,-2.75E-05,-1517.75321,973999,1.455770102,23.7961203,0.025211387,-641.7374007,1.689259527,-6.21E-07,4.14E-07,5.18E-08,-0.000586353,0.000390902,4.89E-05,2168.490683,2571.45911,-0.233489426,11.58540792,13.73831254,0.468864469,1.185828987,222,48,1758,3.49E-05,5.75E-06,0.005423762,0.126279863,1.24E-06,0.001172705,0.027303754,1.164347184
88,11001,0,4.37E-07,0,17.33,34,9,9.38,2.33,14.67,8,16,29.5,20.5,14,27,400.92,609.33,1,1,12,16,1,1,126.7810895,881342.3712,,,112.5920089,52.02593879,0,0,4,0.333333333,0,0,0.961915753,0.042222222,5.296137339,1,-0.305084746,0.928571429,4.226673428,0.096348884,3.128803245,2.028397566,-2.281947262,3.296146045,1.820827064,0.041506556,1.347870784,0.873822226,-0.983050005,1.419961118,449.91,,,-60.56607011,-0.537925122,881215.5901,6950.686367,3944,9155180.263,0.096253221,,-6.62E-06,223.4319448,,-0.015356509,212.6097885,117.3712053,155.3779732,239703,881225,-95.23858316,-0.447950134,-0.024147714,-1.04E-05,-38.00676793,641522,2.67632028,162.6577079,0.070072023,-16879.15166,2.920928747,0,4.37E-07,0,0,0.001014199,0,2420.333333,2931.416667,-0.244608468,58.23346373,70.5301802,0.36746988,1.211162374,38,114,317,0.00017828,4.15E-06,0.009634888,0.119873817,1.25E-05,0.028904665,0.359621451,1.582431406
89,11004,0,8.85E-08,-4.42E-08,106,140,18.25,14,41.33,53.33,46.5,60.5,57.5,79,12,39.5,454.5,447.67,1,1,40,42,6,5,403.4028086,323455.6264,,,373.7347311,169.7036575,0,0,2,0.05,-1,-0.166666667,0.320754717,-0.232876712,0.290345996,0.301075269,0.373913043,2.291666667,2.887228261,-0.360903533,1.019021739,1.188858696,1.825747283,2.335258152,1.503990424,-0.187998803,0.53082015,0.619290175,0.951052768,1.216462843,459.41,,,-204.0310736,-0.545924841,323052.2236,800.8179832,11776,22606526.91,0.014290219,,-9.03E-06,27.43310323,,-0.017326008,707.5611171,382.626436,505.5793765,70530,323073,-324.9346811,-0.459231964,-0.027592959,-1.44E-05,-122.9529405,252543,3.580646533,21.44556726,0.011171243,-2053.98097,3.823838693,0,8.85E-08,-4.42E-08,0,0.000169837,-8.49E-05,1883.25,2205.166667,-0.24319216,46.04417785,53.91482076,0.484848485,1.170936767,265,429,1537,0.000113097,1.17E-05,0.022503397,0.172413793,1.90E-05,0.036430027,0.279115159,1.800486054
90,11040,0,1.28E-06,0,25.33,15.67,6.88,5.88,1.33,13.67,29,50,8.5,24.5,7.5,7.5,460,478.42,1,1,3,11,1,1,46.75658018,2084074.444,,,37.72716529,35.92267202,0,0,8,2.666666667,0,0,-0.381365969,-0.145348837,9.278195489,0.724137931,1.882352941,0,-4.11238825,-0.425713069,5.253299276,8.939974457,6.81140911,0,-1.540833668,-0.159506591,1.968311332,3.34963841,2.552105455,0,438.56,,,-1.804493262,-0.047830078,2084027.688,44571.85875,2349,6269333.412,0.332416152,,-2.88E-07,887.1978235,,-0.000768196,89.3203602,81.44409364,68.28500076,710806,2083993,-7.87626656,-0.088179969,-0.00335303,-1.26E-06,13.15909288,1373187,1.931873113,584.5836526,0.219032377,104352.7098,1.739164718,0,1.28E-06,0,0,0.003405705,0,2584.25,3173.166667,0.192708395,33.6598247,41.3304571,0.169451074,1.227886879,42,147,380,0.000220712,6.70E-06,0.017879949,0.110526316,2.34E-05,0.062579821,0.386842105,0.899414823
91,11101,-7.35E-07,-1.67E-06,-1.39E-07,412.33,630.33,89.62,87.5,312,588,521.5,865,70.5,104,142,206.5,838.83,556.67,127,69,638,506,81,70,599948.5533,890336.7653,52764461,60697980,559085.9362,338643.0292,-58,-0.456692913,-132,-0.206896552,-11,-0.135802469,0.528702738,-0.023655434,0.884615385,0.658676894,0.475177305,0.454225352,8.30349661,-0.0807496,10.51268378,13.08372058,1.275996039,2.456768492,2.760818558,-0.026848327,3.495348266,4.350188875,0.424254228,0.816847693,515.52,7933519,0.150357245,-220442.9071,-0.394291633,290388.212,0.484021855,26254,78962088.74,0.003677565,0.100472507,-0.002791756,11.06072263,302.1832483,-8.396545557,1105765.569,711263.7653,994141.2227,17192,179073,-394501.8032,-0.35676803,-15.02635039,-0.004996091,-282877.4574,161881,9.416065612,6.165955664,0.00205011,-0.572265466,9.700610152,-7.35E-07,-1.67E-06,-1.39E-07,-0.002209187,-0.005027805,-0.000418984,2193.416667,2594.75,-0.28454454,11.15802847,13.19963271,0.4,1.182971772,2152,709,11542,3.84E-05,2.73E-05,0.081968462,0.186449489,8.98E-06,0.027005409,0.061427829,2.678185317
92,11102,-1.62E-06,-5.23E-08,-7.32E-07,140.67,214,68.75,71.12,238,520.67,334,595.5,55.5,88.5,54.5,92,548.33,704.25,45,14,205,204,41,27,221461.4085,808751.1545,4808920,3450741,197966.226,76994.67328,-31,-0.688888889,-1,-0.004878049,-14,-0.341463415,0.521290965,0.034472727,1.187689076,0.782934132,0.594594595,0.688073394,2.160322885,0.069820881,8.327539477,7.70386519,0.972189489,1.104760782,3.836001707,0.123978236,14.78688944,13.67945515,1.726279235,1.961680949,495.56,-1358179,-0.282429111,-120971.5527,-0.611071672,587289.746,2.651883007,33944,19116258.44,0.030722003,-0.07104837,-0.006328202,17.30172478,-40.01234386,-3.563856726,404673.3369,174997.1545,402400.2674,192010,633754,-229676.1824,-0.567559464,-6.766326372,-0.012014704,-227403.1129,441744,2.300630176,13.01390526,0.023108288,-1.94255916,2.86574688,-1.62E-06,-5.23E-08,-7.32E-07,-0.000913269,-2.95E-05,-0.000412444,1952.75,2282.166667,-0.565116704,38.5838416,45.09269346,0.545667447,1.168693723,770,253,3309,9.73E-05,4.03E-05,0.022684421,0.232698701,1.32E-05,0.007453453,0.076458144,2.026790982
93,11103,-1.58E-06,3.21E-06,3.46E-07,117.67,306.67,84.12,70.38,313.33,595.67,435,640,76,146.5,59.5,137,446.25,531.83,71,39,392,457,38,45,209959.4555,741941.9086,22694591,21917273,161459.8882,97455.73178,-32,-0.450704225,65,0.165816327,7,0.184210526,1.606186794,-0.163338088,0.901094692,0.471264368,0.927631579,1.302521008,4.943244233,-0.359366009,7.384526861,5.361719935,1.843908563,2.026991683,9.346074167,-0.679444757,13.9617491,10.13727621,3.486234015,3.83238491,487.28,-777318,-0.034251245,-64004.15642,-0.396409022,531982.4531,2.533738964,38234,20222394.63,0.0263066,-0.038438474,-0.003165014,13.91385817,-20.3305435,-1.674011519,592708.1632,406593.9086,659336.8155,70170,335348,-186114.2546,-0.314006565,-4.867768337,-0.009203374,-252742.9069,265178,3.779079379,6.935659361,0.013113086,-1.049200562,4.162408355,-1.58E-06,3.21E-06,3.46E-07,-0.000836951,0.001700058,0.000183083,1905.25,2282.5,-0.383328977,30.69796582,36.77633224,0.5640599,1.198005511,380,492,3563,6.63E-05,1.88E-05,0.009938798,0.106651698,2.43E-05,0.012868128,0.138085883,2.047667514
94,11104,-9.93E-07,-2.40E-06,-1.24E-06,103.33,152.67,65.5,48.62,233,367.33,160,287,57,70.5,31.5,32.5,799.67,450.58,18,6,149,120,25,10,229611.7799,131371.778,13002068,11910676,220145.0833,31175.30511,-12,-0.666666667,-29,-0.194630872,-15,-0.6,0.477499274,-0.257709924,0.576523605,0.79375,0.236842105,0.031746032,1.818852066,-0.622258267,4.951892948,4.681682457,0.497659159,0.036863641,4.082939068,-1.396838497,11.1159547,10.50938917,1.117139794,0.082751096,454.43,-1091392,-0.083939878,-188969.7782,-0.858387457,-98240.00181,-0.427852621,27127,12084432.12,-0.008129468,-0.090313884,-0.015637456,-3.621484197,-40.2326833,-6.966114137,285716.3419,54458.77805,298430.1572,15213,76913,-231257.5638,-0.809395649,-8.524995901,-0.019136817,-243971.3792,61700,4.0557418,2.274486674,0.005105743,-0.252898517,4.873257635,-9.93E-07,-2.40E-06,-1.24E-06,-0.000442364,-0.001069046,-0.000552955,1876,2192.583333,-0.817515835,17.06823849,19.94857956,0.624223602,1.168754442,53,93,1536,3.23E-05,4.39E-06,0.001953773,0.034505208,7.70E-06,0.003428319,0.060546875,3.321616464
